Season,Team1,Team2,win_rate_diff,score_diff,opp_score_diff,fgm_diff,fga_diff,to_diff,or_diff,dr_diff,seed_diff,label
2003,1421,1411,-0.15172413793103445,-1.5931034482758548,7.614942528735639,-0.3540229885057471,1.526436781609199,0.9735632183908063,-0.8908045977011483,-1.6275862068965523,0.0,1
2003,1411,1421,0.15172413793103445,1.5931034482758548,-7.614942528735639,0.3540229885057471,-1.526436781609199,-0.9735632183908063,0.8908045977011483,1.6275862068965523,-0.0,0
2003,1112,1436,0.23768472906403948,17.42118226600985,7.112068965517238,5.493842364532021,9.85221674876847,0.7167487684729075,2.213054187192119,1.9187192118226584,-15.0,1
2003,1436,1112,-0.23768472906403948,-17.42118226600985,-7.112068965517238,-5.493842364532021,-9.85221674876847,-0.7167487684729075,-2.213054187192119,-1.9187192118226584,15.0,0
2003,1113,1272,-0.1724137931034483,1.448275862068968,3.3448275862068897,0.9310344827586228,-3.103448275862071,0.2068965517241388,-0.3793103448275854,-2.655172413793103,3.0,1
2003,1272,1113,0.1724137931034483,-1.448275862068968,-3.3448275862068897,-0.9310344827586228,3.103448275862071,-0.2068965517241388,0.3793103448275854,2.655172413793103,-3.0,0
2003,1141,1166,-0.08568443051201668,0.10240334378264038,8.908045977011497,-2.0762800417972826,-4.76489028213166,4.877742946708466,-0.2925809822361547,0.09404388714733258,5.0,1
2003,1166,1141,0.08568443051201668,-0.10240334378264038,-8.908045977011497,2.0762800417972826,4.76489028213166,-4.877742946708466,0.2925809822361547,-0.09404388714733258,-5.0,0
2003,1143,1301,0.12413793103448278,2.0827586206896456,1.7586206896551744,3.0114942528735646,5.390804597701148,-0.02758620689655089,1.508045977011495,2.345977011494252,-1.0,1
2003,1301,1143,-0.12413793103448278,-2.0827586206896456,-1.7586206896551744,-3.0114942528735646,-5.390804597701148,0.02758620689655089,-1.508045977011495,-2.345977011494252,1.0,0
2003,1163,1140,-0.041935483870967794,7.581720430107524,7.722580645161294,5.501075268817207,10.94193548387097,2.0580645161290327,3.8956989247311835,3.4806451612903224,-7.0,1
2003,1140,1163,0.041935483870967794,-7.581720430107524,-7.722580645161294,-5.501075268817207,-10.94193548387097,-2.0580645161290327,-3.8956989247311835,-3.4806451612903224,7.0,0
2003,1181,1161,0.2333333333333334,7.966666666666669,-2.2666666666666657,0.9666666666666686,8.233333333333334,-2.0999999999999996,2.966666666666667,-0.3666666666666636,-11.0,1
2003,1161,1181,-0.2333333333333334,-7.966666666666669,2.2666666666666657,-0.9666666666666686,-8.233333333333334,2.0999999999999996,-2.966666666666667,0.3666666666666636,11.0,0
2003,1211,1153,0.13479262672811065,9.743087557603687,6.693548387096769,3.1716589861751174,-1.2269585253456228,3.9412442396313363,-0.20737327188940036,1.9297235023041495,1.0,1
2003,1153,1211,-0.13479262672811065,-9.743087557603687,-6.693548387096769,-3.1716589861751174,1.2269585253456228,-3.9412442396313363,0.20737327188940036,-1.9297235023041495,-1.0,0
2003,1228,1443,0.058064516129032295,2.3365591397849528,-5.019354838709681,1.3903225806451616,-0.1032258064516185,-1.9946236559139798,-2.4279569892473134,2.1419354838709666,-9.0,1
2003,1443,1228,-0.058064516129032295,-2.3365591397849528,5.019354838709681,-1.3903225806451616,0.1032258064516185,1.9946236559139798,2.4279569892473134,-2.1419354838709666,9.0,0
2003,1242,1429,0.03333333333333344,15.36666666666666,6.266666666666659,6.533333333333335,10.366666666666667,2.666666666666668,1.6666666666666679,4.533333333333331,-13.0,1
2003,1429,1242,-0.03333333333333344,-15.36666666666666,-6.266666666666659,-6.533333333333335,-10.366666666666667,-2.666666666666668,-1.6666666666666679,-4.533333333333331,13.0,0
2003,1266,1221,-0.04064039408866993,9.048029556650249,9.471674876847295,3.0073891625615765,3.525862068965516,-0.3596059113300498,1.0381773399014786,-0.23891625615763346,-11.0,1
2003,1221,1266,0.04064039408866993,-9.048029556650249,-9.471674876847295,-3.0073891625615765,-3.525862068965516,0.3596059113300498,-1.0381773399014786,0.23891625615763346,11.0,0
2003,1281,1356,-0.12258064516129041,-2.7591397849462282,-1.6161290322580584,-1.205376344086023,1.3268817204301087,1.112903225806452,2.650537634408602,3.436559139784947,-5.0,1
2003,1356,1281,0.12258064516129041,2.7591397849462282,1.6161290322580584,1.205376344086023,-1.3268817204301087,-1.112903225806452,-2.650537634408602,-3.436559139784947,5.0,0
2003,1323,1454,-0.05698924731182797,2.99677419354839,1.2602150537634316,-0.040860215053761806,3.044086021505379,-2.092473118279571,-0.14623655913978517,3.870967741935484,-7.0,1
2003,1454,1323,0.05698924731182797,-2.99677419354839,-1.2602150537634316,0.040860215053761806,-3.044086021505379,2.092473118279571,0.14623655913978517,-3.870967741935484,7.0,0
2003,1328,1354,0.13333333333333341,-1.6333333333333258,-11.100000000000001,0.466666666666665,2.1666666666666643,-7.666666666666664,-0.8333333333333339,0.6999999999999993,-15.0,1
2003,1354,1328,-0.13333333333333341,1.6333333333333258,11.100000000000001,-0.466666666666665,-2.1666666666666643,7.666666666666664,0.8333333333333339,-0.6999999999999993,15.0,0
